batt_volt,batt_curr,output_volt,output_curr,pwr_in,pwr_out
24.0543,16.8171,219.1869,0.0184454,403.1745,-0.0042911
24.0433,16.8204,218.9912,0.0188986,403.4787,-0.0042911
24.047,16.8545,219.0779,0.0184877,403.4787,-0.0898777
24.0284,16.8923,219.4286,0.0182656,404.9033,-0.0898777
24.0335,16.8064,218.9153,0.0185428,404.9033,-0.0211115
24.0175,16.8683,219.4318,0.0180508,404.1431,-0.0211115
24.0253,16.8285,218.8842,0.0185363,404.1431,0.002233
24.018,16.8832,219.5011,0.0181833,404.53,0.002233
24.0127,16.9054,219.4684,0.0182492,404.53,0.0019314
24.0248,16.8222,218.9443,0.0181602,403.1982,0.0019314
24.0231,16.868,219.4129,0.0182492,403.1982,-0.0896621
24.0184,16.8326,218.961,0.0181006,403.3375,-0.0896621
24.0127,16.8221,218.9391,0.0177896,403.3375,0.0364599
24.0055,16.9134,219.3862,0.0177221,405.0746,0.0364599
24.0078,16.8031,218.8856,0.0181006,405.0746,-0.0791517
24.002,16.8931,219.5094,0.0186878,404.4867,-0.0791517
24.007,16.7882,218.8292,0.0182196,404.4867,-0.1042323
24.0049,16.8455,219.161,0.0177728,403.3778,-0.1042323
24.0043,16.8675,219.3943,0.0179742,403.3778,-0.0015345
24.0075,16.829,218.8184,0.0179174,403.0734,-0.0015345
23.9844,16.9299,219.4073,0.0181172,403.0734,-0.092978
23.9825,16.821,218.9239,0.0188986,402.4419,-0.092978
23.9854,16.8114,218.891,0.0185751,402.4419,-0.0592184
23.9725,16.9329,219.4863,0.0188604,404.8888,-0.0592184
23.969,16.8151,218.7898,0.0192447,404.8888,-0.0920405
23.9594,16.9626,219.5135,0.0188126,405.3521,-0.0920405
23.9643,16.8449,218.8903,0.0186878,405.3521,-0.1908816
23.9675,16.9262,219.1139,0.0185686,404.7105,-0.1908816
23.9685,16.9011,219.411,0.0186525,404.7105,-0.066691
23.9632,16.8067,218.8834,0.0184031,401.7214,-0.066691
23.9675,16.8945,219.492,0.0183181,401.7214,0.0018439
23.97,16.8899,218.992,0.0191227,403.8329,0.0018439
23.9498,16.9387,219.5447,0.0184714,403.8329,-0.1279003
23.9598,16.8023,219.0172,0.0193659,401.5755,-0.1279003
23.9473,16.8243,218.8743,0.019403,401.5755,0.0716384
23.9381,16.9507,219.2094,0.0189683,404.6935,0.0716384
23.9431,16.9145,219.3744,0.019554,404.6935,-0.035016
23.9383,16.8729,218.8947,0.0187359,402.9108,-0.035016
23.9407,16.9327,219.3782,0.0182393,402.9108,0.0471953
23.9333,16.9088,219.2713,0.0181238,403.6865,0.0471953
23.9164,16.8747,218.811,0.0182886,403.6865,-0.0185722
23.9082,16.8996,219.4645,0.0183835,402.9329,-0.0185722
23.9093,16.9038,219.1723,0.0180009,402.9329,-0.1592065
23.8952,16.9778,219.4651,0.0181602,404.6348,-0.1592065
23.9188,16.8308,218.8643,0.0178838,404.6348,-0.0454577
23.9031,16.8474,218.97,0.0177593,401.6968,-0.0454577
23.8991,16.9091,219.3398,0.0182196,401.6968,0.0312312
23.9065,16.8558,219.0431,0.0190125,401.9123,0.0312312
23.8993,16.9363,219.3873,0.0189239,401.9123,-0.0936312
23.8984,16.8795,218.8684,0.0189746,402.3482,-0.0936312
23.8937,16.9048,219.1686,0.0193845,402.3482,-0.0183893
23.893,16.9023,219.4394,0.0186942,402.7994,-0.0183893
23.8916,16.8249,218.8602,0.0183998,402.7994,-0.0373006
23.8733,16.9807,219.4338,0.0185007,404.3011,-0.0373006
23.8728,16.9467,219.398,0.0178906,404.3011,0.0066694
23.8749,16.8579,218.9074,0.0175929,401.4692,0.0066694
23.8736,16.9077,219.3054,0.0186171,401.4692,-0.0336909
23.8749,16.8591,218.8227,0.0183181,401.4724,-0.0336909
23.872,16.9624,219.4124,0.0180608,401.4724,-0.0634532
23.868,16.9488,219.4552,0.0185557,403.5015,-0.0634532
23.8729,16.8492,218.9257,0.0184714,403.5015,-0.0116559
23.8764,16.9064,218.878,0.0184422,402.6571,-0.0116559
23.8548,16.9467,219.2568,0.0183443,402.6571,-0.0917404
23.8539,16.9081,218.8567,0.0180907,402.2734,-0.0917404
23.8483,16.9847,219.4675,0.0184194,402.2734,-0.0478892
23.8476,16.9416,219.1604,0.0185266,402.9315,-0.0478892
23.8546,16.857,218.927,0.0184519,402.9315,0.0950954
23.8412,16.9596,219.4216,0.0176474,403.2693,0.0950954
23.8392,16.858,218.7595,0.0183148,403.2693,-0.0405009
23.8385,16.9401,218.913,0.017793,402.7675,-0.0405009
23.8214,16.9778,219.4463,0.0178637,402.7675,0.0074507
23.8426,16.8189,218.8323,0.0188509,399.9814,0.0074507
23.8232,16.9881,219.5403,0.018835,399.9814,0.0186987
23.8322,16.8675,218.7323,0.0189081,400.9608,0.0186987
23.8139,16.9615,219.3978,0.0186846,400.9608,-0.1236092
23.8195,16.8855,218.7469,0.0185622,401.2161,-0.1236092
23.799,16.9639,219.2771,0.0182196,401.2161,-0.0694101
23.8088,16.8609,218.757,0.019201,400.387,-0.0694101
23.8048,16.9599,219.4563,0.0190125,400.387,-0.0239368
23.806,16.8655,218.7509,0.0183868,400.4715,-0.0239368
23.7961,16.9715,219.4999,0.0184226,400.4715,-0.0540242
23.803,16.8838,218.8776,0.0177998,400.7974,-0.0540242
23.7862,17.0029,219.559,0.0187199,400.7974,-0.0332189
23.7929,16.9,218.8324,0.0189208,401.0284,-0.0332189
23.7892,16.992,219.4959,0.0184031,401.0284,-0.0394274
23.79,16.8804,218.6658,0.019338,400.5243,-0.0394274
23.7813,16.9974,219.4014,0.0188572,400.5243,-0.0035035
23.7813,16.9974,219.4014,0.0188572,403.0622,-0.0035035
23.7734,16.9256,219.2805,0.0186942,403.0622,-0.1440113
23.7746,16.9199,218.8368,0.0187807,401.1787,-0.1440113
23.7646,16.9154,218.6084,0.0185363,401.1787,-0.0541273
23.7663,16.9949,219.4026,0.0187391,402.7773,-0.0541273
23.7663,16.9949,219.4026,0.0187391,402.7773,-0.0442888
23.7554,17.0,219.4235,0.0184454,402.6993,-0.0442888
23.7618,16.9506,218.8079,0.0185039,402.6993,-0.0272183
23.7538,17.0238,219.5209,0.01887,403.2629,-0.0272183
23.7523,16.9304,218.7298,0.0183345,403.2629,-0.015861
23.7511,16.9977,219.4644,0.0187519,402.603,-0.015861
23.7517,16.9128,218.8008,0.0186203,402.603,-0.017733
23.7443,16.9589,219.3002,0.0187199,401.5415,-0.017733
23.7481,16.9085,218.7922,0.0188477,401.5415,-0.1163304
23.7248,16.9972,219.4026,0.0184357,402.1389,-0.1163304
23.7282,17.007,219.0561,0.0192852,402.1389,-0.0234992
23.724,16.9891,219.2165,0.0185104,401.884,-0.0234992
23.7134,17.1045,219.5422,0.0189493,401.884,-0.0567557
23.7247,16.833,218.7874,0.0189493,398.3119,-0.0567557
23.7174,16.9886,219.2284,0.0197281,398.3119,-0.0561369
23.7156,16.9948,218.9902,0.0183279,401.9282,-0.0561369
23.7144,16.9681,218.7731,0.0188094,401.9282,-0.133729
23.6942,17.0893,219.6376,0.0184389,403.774,-0.133729
23.6989,16.9605,218.7816,0.0184031,403.774,-0.1405891
23.7076,16.9081,218.8417,0.0181404,399.8043,-0.1405891
23.693,17.0417,219.5476,0.0187295,399.8043,-0.0425855
23.6935,16.9278,218.918,0.0182952,399.9588,-0.0425855
23.6809,16.9686,218.9889,0.0188795,399.9588,-0.0889276
23.6809,17.0325,219.2679,0.018236,402.2391,-0.0889276
23.6875,17.0041,219.1725,0.0182689,402.2391,-0.0036754
23.6817,17.0229,219.0305,0.0181569,401.9761,-0.0036754
23.6747,17.0582,219.4477,0.0178973,401.9761,-0.1218559
23.6598,17.0566,219.0918,0.0186138,402.3628,-0.1218559
23.6686,17.0151,219.136,0.018962,402.3628,-0.0733136
23.6596,17.0419,219.4017,0.0183017,402.0392,-0.0733136
23.66,17.0882,219.5333,0.0186621,402.0392,-0.0905028
23.6632,16.9266,218.8373,0.0183116,399.4678,-0.0905028
23.651,17.0406,219.3587,0.0184096,399.4678,-0.0459796
23.6618,16.9061,218.6808,0.0189841,398.9349,-0.0459796
23.6554,17.0281,218.9931,0.0185363,398.9349,-0.0926593
23.6556,16.9706,218.6143,0.019254,400.3322,-0.0926593
23.6368,17.0975,219.5644,0.0192945,400.3322,-0.0641455
23.6447,17.0027,218.9233,0.0193069,400.8857,-0.0641455
23.6432,17.0169,219.0128,0.0191227,400.8857,0.0128607
23.6326,17.1745,219.5214,0.0195755,404.6628,0.0128607
23.6353,16.9992,218.723,0.0182229,404.6628,-0.1286941
23.6389,17.0385,218.9336,0.0183803,401.6037,-0.1286941
23.6283,17.0819,219.4203,0.0183508,401.6037,-0.0803018
23.6218,17.0036,218.7741,0.0185622,400.5023,-0.0803018
23.6178,17.081,219.4061,0.0186235,400.5023,-0.0966769
23.6181,17.0141,218.8033,0.0191853,400.7014,-0.0966769
23.6205,17.0711,219.5123,0.018889,400.7014,-0.0857648
23.6147,17.0393,218.7811,0.0183247,401.2006,-0.0857648
23.6147,17.0393,218.7811,0.0183247,401.2006,-0.0438856
23.6111,17.0101,218.6326,0.0181965,400.4579,-0.0438856
23.597,17.1219,219.5722,0.0181238,400.4579,-0.0363474
23.6074,17.0573,218.8104,0.0180275,401.5173,-0.0363474
23.6074,17.0573,218.8104,0.0180275,401.5173,-0.0890558
23.5954,17.0638,219.0131,0.0193504,401.5002,-0.0890558
23.5869,17.1118,219.3057,0.0187679,401.5002,-0.0241118
23.5978,16.9891,218.6982,0.0185589,399.7785,-0.0241118
23.5821,17.0937,219.4913,0.0188763,399.7785,-0.0730542
23.5744,17.0806,218.977,0.018691,401.4853,-0.0730542
23.5752,16.9729,218.568,0.0184552,401.4853,-0.0781672
23.5596,17.1472,219.5241,0.0191822,402.7406,-0.0781672
23.572,17.0847,219.0133,0.0189144,402.7406,-0.1282972
23.5711,17.0124,218.5723,0.0188381,399.8585,-0.1282972
23.5488,17.2238,219.7332,0.0181503,399.8585,0.0523552
23.5566,17.1104,218.8313,0.0184844,401.8843,0.0523552
