batt_volt,batt_curr,output_volt,output_curr,pwr_in,pwr_out,time_stamp
24.5543,16.8156,219.2584,1.4926,411.7929,325.7365,202.15261316299438
24.5511,16.8214,219.227,1.49,412.3578,325.7365,203.2112500667572
24.5423,16.8044,219.0066,1.4869,412.3578,324.1027,204.16887426376343
24.538,16.8524,219.3938,1.4895,412.8945,324.1027,205.2254340648651
24.5362,16.8311,219.3314,1.4903,412.8945,325.3703,206.21784806251526
24.5328,16.7811,218.9016,1.4877,411.0652,325.3703,207.2058024406433
24.5339,16.859,219.4185,1.4908,411.0652,325.5689,208.19619274139404
24.526,16.8057,218.9812,1.4866,411.5487,325.5689,209.19137620925903
24.5204,16.8768,219.3528,1.4906,411.5487,325.4218,210.24868154525757
24.5238,16.831,219.0432,1.4878,412.1362,325.4218,211.2065098285675
24.5199,16.8565,219.3537,1.4921,412.1362,325.7347,212.17490887641907
24.5167,16.7995,218.9757,1.4854,411.2244,325.7347,213.23142218589783
24.5115,16.8728,219.4656,1.4898,411.2244,325.3641,214.18830633163452
24.516,16.8227,218.9841,1.4888,411.7672,325.3641,215.24537134170532
24.515,16.8755,219.4283,1.4883,411.7672,325.0309,216.20367169380188
24.5152,16.832,219.0451,1.4879,411.9677,325.0309,217.16192150115967
24.5102,16.8995,219.4679,1.4926,411.9677,326.0021,218.22110271453857
24.5067,16.7924,218.8125,1.4846,410.8885,326.0021,219.18050742149353
24.5055,16.9217,219.4972,1.4926,410.8885,326.064,220.23968124389648
24.5063,16.8048,218.9046,1.4878,411.1861,326.064,221.1993372440338
24.4895,16.8502,219.1175,1.4887,411.1861,324.6492,222.1571180820465
24.4935,16.8089,218.9788,1.4868,411.0356,324.6492,223.21559524536133
24.4948,16.8652,219.3997,1.4886,411.0356,325.0059,224.17434906959534
24.4895,16.7986,218.7361,1.485,410.7407,325.0059,225.2323350906372
24.5001,16.8898,219.4601,1.4895,410.7407,325.3092,226.18981981277466
24.4946,16.8034,218.8939,1.4854,410.9627,325.3092,227.24808502197266
24.4864,16.9058,219.5301,1.49,410.9627,325.5706,228.2074317932129
24.4815,16.7944,218.8103,1.4857,410.5159,325.5706,229.16484475135803
